iter	M_lnV_dist(1)	M_lnk_e(1)	M_lnk_a(1)	V_lnV_dist(1)	V_lnk_e(1)	V_lnk_a(1)	Ve_lnC_rest(1)	lnV_dist(1.1)	lnk_e(1.1)	lnk_a(1.1)	lnV_dist(1.1.1)	lnk_e(1.1.1)	lnk_a(1.1.1)	lnV_dist(1.2)	lnk_e(1.2)	lnk_a(1.2)	lnV_dist(1.2.1)	lnk_e(1.2.1)	lnk_a(1.2.1)	LnPrior	LnData	LnPosterior
3050	-0.851476	-4.13638	-1.18647	0.251971	0.161932	0.0656485	0.469718	-1.00752	-4.64229	-1.21909	-1.73464	-4.72986	-1.75113	-0.677908	-4.18354	-1.42191	-0.823253	-4.05918	-1.28821	-3.378808e+00	-3.702776e+01	-4.040656e+01
3060	-1.29877	-4.11301	-1.59672	0.0480788	0.190814	0.0716967	0.472394	-1.30642	-5.10651	-1.47648	-1.64999	-5.52064	-1.88481	-1.32954	-4.0504	-1.75052	-1.37529	-4.16437	-1.88077	-1.975629e+00	-3.693611e+01	-3.891174e+01
3070	-1.05458	-4.28629	-1.92117	0.103059	0.211163	0.083576	0.48586	-1.68796	-5.3522	-2.11758	-1.57188	-5.43738	-1.89357	-0.844756	-4.00312	-1.53454	-0.83107	-4.04045	-1.45901	-3.625028e+00	-3.649501e+01	-4.012003e+01
3080	-1.4859	-5.82087	-1.5169	0.342523	0.211163	0.13061	0.435891	-0.798891	-5.95902	-1.74779	-1.60452	-5.73351	-1.74056	-1.86111	-5.88291	-1.98975	-1.87804	-5.45944	-1.79566	-3.092538e+00	-3.831397e+01	-4.140650e+01
3090	-1.41286	-5.83215	-1.5169	0.381821	0.126417	0.128955	0.484153	-0.692367	-5.95909	-1.7127	-1.49944	-5.68639	-1.31763	-0.86237	-5.79392	-0.965944	-0.607547	-5.40032	-1.00718	-3.734040e+00	-3.654913e+01	-4.028317e+01
3100	-0.935816	-5.51789	-1.2131	0.220836	0.341565	0.154906	0.499537	-1.13515	-5.51707	-1.15195	-1.56979	-5.45941	-1.47451	-1.91761	-5.93496	-1.69959	-1.95114	-5.65173	-2.5262	-7.687083e+00	-3.607898e+01	-4.376606e+01
3110	-2.00407	-5.57486	-1.60902	0.108874	0.819335	0.185637	0.492872	-1.76044	-4.67087	-1.38264	-1.28496	-5.5466	-0.532061	-1.54712	-5.62109	-1.68405	-1.30068	-3.97261	-1.99174	-1.066725e+01	-3.627785e+01	-4.694510e+01
3120	-1.64391	-4.49549	-1.01121	0.211792	0.535574	0.15512	0.493317	-0.936614	-5.90149	-1.28084	-0.567383	-5.58309	-1.1403	-1.5815	-4.57356	-1.13486	-1.54754	-5.50286	-1.43743	-8.712921e+00	-3.626436e+01	-4.497728e+01
3130	-1.64511	-4.60503	-1.19515	0.0445118	0.220573	0.257457	0.495652	-1.77872	-5.15963	-0.777346	-1.6008	-5.64655	-0.829328	-1.57484	-5.0367	-1.13486	-1.72173	-5.02896	-0.628509	-3.491635e+00	-3.619402e+01	-3.968566e+01
3140	-1.78709	-5.17093	-0.799296	0.245771	0.182743	0.050592	0.494559	-1.6517	-4.87452	-0.826235	-1.48023	-5.25228	-1.08663	-1.64919	-5.23787	-0.897827	-1.95836	-5.24856	-0.889014	7.757386e-03	-3.622686e+01	-3.621910e+01
3150	-2.10913	-5.75476	-1.42192	0.205489	0.204076	0.0641321	0.496626	-1.88839	-5.82803	-1.35992	-1.74615	-5.88852	-1.04726	-1.84424	-5.76017	-1.54251	-2.05024	-5.53675	-1.76906	2.690267e+00	-3.616496e+01	-3.347469e+01
3160	-1.87536	-5.08931	-1.04087	0.280065	0.138508	0.182821	0.474882	-1.63512	-5.20167	-1.16853	-2.07784	-4.82022	-1.32258	-1.85841	-4.94595	-1.44071	-1.74507	-4.79736	-1.30842	-1.543521e+00	-3.685212e+01	-3.839564e+01
3170	-2.00425	-5.19333	-1.85184	0.0733382	0.0863257	0.119604	0.49501	-2.0556	-5.07655	-1.64881	-1.78444	-5.14564	-1.37915	-1.8614	-5.35197	-1.28747	-1.97859	-5.19225	-1.76456	2.810422e+00	-3.621327e+01	-3.340284e+01
3180	-2.06333	-5.77872	-2.45885	0.0929155	0.292866	0.261228	0.468555	-1.67317	-5.56188	-2.30604	-1.58574	-5.53638	-2.92068	-2.07124	-5.64153	-2.11476	-1.32851	-5.9736	-3.13071	-5.638234e+00	-3.706801e+01	-4.270625e+01
3190	-0.947536	-5.97082	-2.45189	0.280144	0.281673	0.277948	0.484798	-1.60289	-5.62791	-2.13081	-1.83398	-5.30916	-2.15366	-1.78612	-5.38167	-3.32829	-1.2553	-5.81504	-2.91867	-8.882710e+00	-3.652863e+01	-4.541134e+01
3200	-1.7396	-5.95508	-2.91562	0.257519	0.108497	0.0529623	0.406263	-1.72709	-5.90077	-2.98392	-0.959574	-5.65325	-3.02034	-1.25461	-5.48112	-2.65449	-2.09782	-5.39162	-2.71524	-2.340175e-01	-3.966948e+01	-3.990349e+01
3210	-1.1097	-5.57978	-1.84442	0.0676747	0.0810231	0.201791	0.496086	-0.957678	-5.56875	-1.34989	-0.67258	-5.55481	-1.7321	-1.40766	-5.91423	-1.80772	-1.56623	-5.78011	-2.74006	-1.259806e+00	-3.618107e+01	-3.744088e+01
3220	-0.566697	-5.83747	-0.705867	0.0954576	0.162904	0.222459	0.429301	-0.691456	-5.82151	-1.15281	-0.826392	-5.38544	-1.58604	-0.59468	-5.09538	-0.44049	-0.531507	-4.59705	-0.589145	-1.355646e+00	-3.859512e+01	-3.995077e+01
3230	-1.10659	-5.64726	-0.542529	0.106732	0.103497	0.231864	0.473523	-1.20034	-5.96086	-0.992161	-1.43189	-5.96255	-0.70999	-1.07322	-4.85139	-0.519597	-1.27972	-4.42329	-0.438141	-2.236774e+00	-3.689787e+01	-3.913465e+01
3240	-0.959763	-5.42787	-0.773847	0.189802	0.103497	0.224297	0.458441	-1.04075	-5.49481	-0.406544	-1.29807	-5.31874	-0.684723	-1.25802	-4.94792	-0.20443	-1.76538	-5.11652	-0.020448	-2.456433e+00	-3.742935e+01	-3.988579e+01
3250	-0.765843	-5.07975	-1.09363	0.0708192	0.103497	0.265753	0.491795	-1.26645	-5.76899	-0.805859	-1.84656	-5.83637	-0.831182	-1.13831	-4.65427	-1.48598	-1.07113	-5.25122	-0.937013	-8.662742e+00	-3.631068e+01	-4.497342e+01
3260	-1.19066	-5.61936	-1.28947	0.0905086	0.54073	0.694552	0.498659	-1.21131	-5.4743	-0.937639	-1.08593	-4.6537	-1.86489	-1.35205	-5.9504	-0.16144	-1.45345	-5.62818	-0.712615	-9.375049e+00	-3.610477e+01	-4.547982e+01
3270	-1.95792	-5.79232	-0.394437	0.761501	0.345792	0.342314	0.495768	-0.733445	-5.89261	-1.02103	-0.241936	-5.67962	-1.60197	-1.74068	-5.65444	-0.464696	-1.90641	-5.61091	-0.614432	-9.515471e+00	-3.619058e+01	-4.570605e+01
3280	-1.02688	-5.69229	-0.682188	0.196823	0.151899	0.383562	0.424187	-1.692	-5.88773	-0.622022	-1.50906	-5.82549	-1.39602	-1.56457	-5.86468	-0.72618	-1.04365	-5.79552	-0.73973	-4.274545e+00	-3.882096e+01	-4.309550e+01
3290	-1.49474	-5.94728	-0.8216	0.299213	0.151899	0.707519	0.498556	-1.95011	-5.65467	-1.95878	-1.16007	-5.7717	-1.28523	-0.689827	-5.55279	-0.978108	-1.18021	-5.61916	-0.909696	-9.663820e+00	-3.610780e+01	-4.577162e+01
3300	-1.20262	-5.87426	-0.285093	0.0875247	0.100378	0.375191	0.368518	-1.75444	-5.12789	-0.251547	-1.81263	-4.84713	-1.90486	-0.99055	-5.86119	-1.08504	-0.787757	-5.69893	-1.71246	-7.308469e+00	-4.179762e+01	-4.910609e+01
3310	-0.720585	-5.62557	-2.05015	0.199238	0.182036	0.194882	0.494656	-0.964349	-5.39435	-1.72687	-0.457283	-5.04404	-1.23895	-0.574567	-5.78925	-1.55525	-0.429037	-5.8548	-1.9265	-3.130897e+00	-3.622392e+01	-3.935482e+01
3320	-0.404969	-5.62189	-1.97889	0.0927681	0.247468	0.483302	0.484393	-0.770589	-5.84763	-2.56428	-0.91711	-5.74148	-2.62335	-0.178186	-5.64198	-2.32886	-0.41589	-5.81817	-1.7163	-4.164236e+00	-3.654150e+01	-4.070574e+01
3330	-0.257861	-4.93641	-2.69501	0.14032	0.13154	0.107414	0.482024	-0.313883	-4.82814	-2.4444	-0.113936	-4.88342	-2.65284	-0.424798	-5.51138	-2.3664	-0.614101	-5.80322	-2.70489	9.071292e-01	-3.661734e+01	-3.571021e+01
3340	-0.124246	-5.66109	-2.33669	0.219056	0.19149	0.182207	0.474383	-0.728141	-5.85652	-2.38022	-0.308032	-5.80575	-2.2434	-0.425097	-5.79874	-2.64376	-0.223912	-4.9342	-2.51387	-2.307232e+00	-3.686888e+01	-3.917612e+01
3350	-0.474395	-5.79125	-2.61885	0.106989	0.193019	0.210276	0.481379	-0.394065	-5.70794	-2.18288	-0.393122	-5.56431	-1.57823	-0.136666	-5.56751	-2.98183	-0.178567	-5.53193	-2.42544	-4.667022e-01	-3.663818e+01	-3.710488e+01
3360	-0.474206	-4.3139	-2.36888	0.256423	0.094982	0.110466	0.439336	-0.630053	-4.26833	-2.12665	-0.957473	-3.51482	-2.54789	-1.04347	-4.45852	-2.56411	-1.16944	-4.87317	-3.20637	-5.613142e+00	-3.817128e+01	-4.378442e+01
3370	-0.602069	-4.41433	-2.5408	0.288836	0.145745	0.37813	0.457937	-0.940132	-4.78962	-1.68742	-1.1858	-5.02724	-1.56234	-0.54713	-4.13075	-2.17643	-1.61187	-4.1159	-1.8575	-8.210196e+00	-3.744789e+01	-4.565809e+01
3380	-0.722368	-4.57861	-2.78141	0.288836	0.109482	0.116508	0.470971	-1.10072	-4.77801	-2.06567	-1.22104	-5.35871	-2.01018	-1.23218	-4.13075	-2.29512	-1.28712	-3.96945	-2.18147	-5.647955e+00	-3.698467e+01	-4.263262e+01
3390	-1.2956	-5.69841	-1.47514	0.378778	0.119568	0.203518	0.477029	-1.72696	-5.54722	-1.53826	-1.58005	-5.31761	-1.13026	-1.81295	-5.1795	-1.10039	-1.66187	-5.08299	-2.11722	-6.411250e+00	-3.678057e+01	-4.319182e+01
3400	-1.8551	-5.05216	-1.39344	0.378778	0.101931	0.472266	0.480146	-1.6627	-5.71162	-2.30963	-1.50248	-5.62603	-2.00157	-1.70127	-5.11823	-1.67489	-1.32089	-5.24955	-1.69366	-7.614156e+00	-3.667821e+01	-4.429236e+01
3410	-2.06837	-5.4846	-1.44432	0.149307	0.15491	0.428019	0.465394	-1.68117	-5.8169	-1.95266	-1.60706	-5.34153	-3.14391	-1.81659	-4.77591	-0.685091	-1.12475	-4.5644	-0.504367	-8.140200e+00	-3.717873e+01	-4.531893e+01
3420	-1.85824	-4.50612	-1.24907	0.149307	0.305363	0.187654	0.499786	-1.80335	-4.78291	-1.26456	-2.07113	-3.71327	-1.08076	-1.50198	-5.04849	-1.03506	-1.529	-5.56386	-1.31511	-4.963803e+00	-3.607167e+01	-4.103547e+01
3430	-1.65617	-5.29911	-0.744998	0.083343	0.451477	0.0442167	0.440708	-1.82789	-5.60432	-1.14566	-1.78779	-4.48247	-1.51148	-1.82007	-5.48688	-0.805339	-2.04779	-4.55845	-0.932978	-5.260872e+00	-3.811524e+01	-4.337612e+01
3440	-1.74974	-5.85845	-1.13398	0.083343	0.113116	0.0442167	0.473168	-1.39121	-5.65004	-1.41388	-0.986213	-5.19541	-1.04801	-1.5136	-5.71007	-0.805339	-1.78797	-5.77435	-0.779479	-7.429878e-01	-3.690988e+01	-3.765287e+01
3450	-1.88235	-5.7381	-1.64676	0.0552391	0.0996177	0.0782206	0.488047	-1.72474	-5.41216	-2.1097	-1.53517	-5.46059	-2.65269	-1.75167	-5.69009	-1.78264	-1.91393	-5.27212	-1.53895	8.061392e-01	-3.642637e+01	-3.562024e+01
3460	-1.52358	-5.32106	-1.56622	0.464936	0.067219	0.0782206	0.485566	-1.79668	-5.36203	-1.93672	-1.62941	-5.33199	-1.94993	-2.02974	-5.50555	-1.76763	-1.74219	-5.95113	-2.00012	-2.030105e+00	-3.650430e+01	-3.853440e+01
3470	-1.64888	-5.3951	-1.27824	0.190795	0.090127	0.0782206	0.47026	-1.72037	-5.33296	-1.37563	-1.97264	-4.52604	-0.976158	-1.80856	-5.38034	-1.59311	-1.29837	-5.58624	-1.50496	-2.150411e+00	-3.700907e+01	-3.915948e+01
3480	-2.06561	-5.60733	-1.75789	0.190795	0.762005	0.0782206	0.469743	-1.56007	-4.64422	-1.17768	-1.92951	-4.94178	-1.05993	-2.07944	-5.12548	-1.72669	-1.02251	-4.99928	-1.69336	-8.651584e+00	-3.702687e+01	-4.567846e+01
3490	-1.8738	-5.7532	-1.28623	0.245985	0.157125	0.115645	0.457349	-1.47406	-5.35304	-1.17809	-2.10998	-5.36408	-1.28699	-1.1949	-5.71684	-1.54925	-1.02317	-5.63935	-1.44799	-8.647836e-01	-3.746961e+01	-3.833439e+01
3500	-1.18929	-5.64484	-0.338599	0.118256	0.0991453	0.450836	0.49167	-1.53634	-5.78182	-0.376981	-0.977964	-5.6741	-0.559149	-1.31382	-5.67186	-1.53998	-1.38466	-5.34378	-1.084	-3.696289e+00	-3.631449e+01	-4.001077e+01
3510	-1.95988	-5.81869	-1.273	0.405023	0.0482048	0.107254	0.497189	-1.10727	-5.89182	-1.41381	-1.22408	-5.91216	-1.11993	-1.6673	-5.67126	-0.900052	-1.87973	-5.82318	-1.23033	-8.078502e-01	-3.614821e+01	-3.695606e+01
3520	-1.89255	-5.44958	-1.107	0.264221	0.173446	0.150798	0.498147	-1.63244	-5.98353	-1.51985	-0.939313	-5.92361	-1.11788	-1.70286	-5.13133	-1.20359	-1.95648	-5.54083	-0.473656	-4.667031e+00	-3.611986e+01	-4.078689e+01
3530	-1.86183	-5.29466	-0.31958	0.180744	0.450393	0.135836	0.49598	-0.960108	-5.34139	-0.454936	-0.514723	-5.38416	-0.351465	-1.56713	-4.5963	-0.45294	-1.14224	-5.42779	-0.387614	-6.282728e+00	-3.618422e+01	-4.246695e+01
3540	-1.70547	-5.9591	-0.31669	0.332179	0.3788	0.193767	0.47372	-0.540483	-4.99871	-0.00969345	-0.608027	-4.75787	-0.358821	-1.35667	-5.82142	-0.87478	-1.92017	-4.10518	-0.812531	-1.126998e+01	-3.689120e+01	-4.816118e+01
3550	-1.43347	-5.68793	-1.67577	0.246983	0.107907	0.203367	0.474701	-0.734269	-5.01336	-1.48927	-0.190148	-4.42072	-1.00537	-1.55857	-5.68565	-1.34937	-0.840715	-5.91791	-1.95836	-7.872666e+00	-3.685821e+01	-4.473088e+01
3560	-1.19664	-4.73687	-1.17737	0.10494	0.32419	0.0497424	0.493291	-1.00086	-4.88086	-1.44859	-0.515511	-4.46447	-1.46861	-1.37299	-5.31543	-1.59685	-1.15371	-4.76933	-1.86723	-4.854548e+00	-3.626513e+01	-4.111968e+01
3570	-0.837213	-5.4313	-1.5401	0.10494	0.112345	0.0497424	0.396185	-0.592883	-5.05555	-1.61483	-0.844386	-4.83394	-1.67572	-1.12004	-5.24118	-1.90377	-1.26159	-5.38599	-1.99648	1.638709e+00	-4.018898e+01	-3.855027e+01
3580	-0.558507	-4.35901	-2.07654	0.137719	0.112345	0.691862	0.498224	-1.21332	-4.41622	-2.40694	-1.23007	-4.05135	-1.30827	-0.760103	-5.08919	-1.72991	-0.641	-5.07514	-1.83649	-9.304396e+00	-3.611757e+01	-4.542197e+01
3590	-1.13838	-4.65742	-1.29322	0.219316	0.0556599	0.492486	0.495841	-1.44128	-4.88569	-2.2486	-1.87721	-4.80711	-1.89895	-1.42659	-4.62919	-1.28701	-1.7761	-4.6129	-0.70185	-5.671309e+00	-3.618837e+01	-4.185968e+01
3600	-0.556125	-4.69265	-1.32568	0.350599	0.220508	0.41204	0.416073	-1.38719	-4.69269	-1.88901	-1.75136	-4.11213	-1.93281	-0.512032	-4.79526	-1.63617	-0.865824	-4.87169	-2.01534	-8.803083e+00	-3.919370e+01	-4.799678e+01
3610	-0.563002	-5.56469	-1.18882	1.03377	0.173761	0.148551	0.479084	-1.92464	-5.51673	-1.34099	-1.21502	-4.63899	-1.81137	-0.228295	-5.63928	-1.14174	-0.443461	-5.9155	-0.62948	-9.757019e+00	-3.671289e+01	-4.646991e+01
3620	-0.985688	-5.41892	-1.43104	0.194672	0.151282	0.0954874	0.459312	-0.566139	-5.30523	-1.52631	-1.36942	-4.95007	-1.87611	-1.10602	-5.30486	-1.15587	-0.324403	-5.78531	-0.801328	-4.442246e+00	-3.739742e+01	-4.183967e+01
3630	-0.84552	-5.61581	-0.910003	0.215016	0.0609514	0.0954874	0.447292	-0.92575	-5.43149	-1.41876	-0.523025	-5.95242	-1.46922	-0.691325	-5.43744	-0.771652	-0.755394	-5.65382	-0.905198	-1.549835e+00	-3.785241e+01	-3.940224e+01
3640	-0.137218	-5.33654	-1.19537	0.140801	0.0833646	0.106957	0.494628	-0.459065	-5.31886	-1.36684	-0.237104	-5.49863	-1.62133	-0.273469	-5.40949	-1.23524	-0.645385	-5.33974	-0.686517	2.616717e+00	-3.622475e+01	-3.360803e+01
3650	-0.224418	-4.83091	-1.43013	0.140801	0.0676255	0.136938	0.462531	-0.26071	-4.8361	-1.85306	-0.332795	-4.55241	-1.75206	-0.455438	-5.00627	-1.50994	-0.460549	-4.87318	-1.1104	2.670873e+00	-3.728073e+01	-3.460986e+01
3660	-0.136207	-4.77606	-1.51252	0.0464575	0.0592932	0.147749	0.474185	-0.324219	-4.88794	-1.52275	-0.285271	-4.76516	-1.85957	-0.188887	-5.00627	-1.58184	-0.365305	-5.10936	-2.01004	3.806110e+00	-3.687553e+01	-3.306942e+01
3670	-0.192749	-4.96252	-1.92328	0.0850412	0.0882485	0.260861	0.494528	-0.194262	-5.21536	-2.18767	-0.355663	-4.85162	-1.73376	-0.102628	-4.77314	-1.41541	-0.435441	-4.67202	-1.75909	6.991661e-01	-3.622778e+01	-3.552861e+01
3680	-0.0916712	-4.45223	-2.04843	0.147639	0.0943496	0.100977	0.482845	-0.402697	-4.16041	-2.09866	-0.293648	-3.95629	-1.68368	-0.135055	-4.46898	-2.15464	-0.507153	-4.57304	-1.87082	3.140471e+00	-3.659094e+01	-3.345047e+01
3690	-0.731109	-4.78701	-1.9594	0.155238	0.0724063	0.100977	0.430303	-0.358047	-4.74172	-1.55468	-0.751127	-5.0926	-1.59769	-0.592251	-4.83327	-2.31739	-1.03929	-4.66168	-1.69077	-1.452537e+00	-3.855167e+01	-4.000421e+01
3700	-0.590851	-4.57801	-1.9594	0.0940769	0.137941	0.100977	0.440458	-0.452678	-4.5118	-1.79257	-0.504971	-4.31222	-1.69185	-0.968009	-5.16125	-2.41622	-1.53238	-5.02655	-2.13978	-1.229084e+00	-3.812540e+01	-3.935448e+01
3710	-0.486402	-4.74581	-1.12069	0.160052	0.0661724	0.100977	0.476351	-0.87024	-4.84033	-1.60512	-1.12462	-4.90411	-1.82677	-0.459273	-4.48946	-1.95148	-0.850177	-5.12602	-2.20888	-5.330178e+00	-3.680308e+01	-4.213326e+01
3720	-0.692494	-4.79195	-1.4085	0.23099	0.101044	0.106529	0.497865	-1.11971	-4.84033	-1.60512	-0.799097	-5.06112	-1.73352	-1.37892	-4.69293	-1.39935	-1.07962	-4.82971	-1.59414	-3.616512e-01	-3.612819e+01	-3.648984e+01
3730	-0.795656	-4.84498	-2.29775	0.119577	0.217844	0.162421	0.43926	-0.75927	-4.38858	-2.00263	-0.743811	-3.54653	-1.92874	-0.616299	-4.83473	-2.80442	-0.589532	-4.62919	-3.32954	-3.405068e+00	-3.817440e+01	-4.157947e+01
3740	-0.123149	-4.6945	-2.95423	0.119577	0.104064	0.162421	0.479311	-0.616457	-4.52837	-2.55389	-0.995116	-4.10036	-2.44829	-0.451565	-5.15636	-3.2993	-0.0999598	-5.19746	-3.75395	-1.778916e+00	-3.670545e+01	-3.848436e+01
3750	-0.779513	-4.6945	-2.99742	0.100454	0.0742167	0.0993954	0.485022	-1.09349	-4.52837	-2.7235	-1.63592	-4.77023	-2.84554	-0.203169	-5.00792	-3.54434	-0.376945	-4.9413	-3.40548	-1.347383e+00	-3.652150e+01	-3.786888e+01
3760	-1.15592	-4.87483	-2.89956	0.148474	0.0995778	0.1981	0.492962	-1.45856	-5.06113	-2.76545	-1.34257	-4.72285	-2.78008	-0.433599	-5.1355	-3.02498	-0.559022	-4.59829	-3.0933	-2.845860e+00	-3.627511e+01	-3.912097e+01
3770	-0.462342	-4.8142	-3.13813	0.328508	0.129301	0.0506069	0.497386	-0.908323	-5.08694	-3.16543	-1.69489	-5.36615	-2.9716	-1.89963	-4.70996	-3.32038	-1.46406	-4.92002	-3.09821	-4.957211e+00	-3.614237e+01	-4.109958e+01
3780	-1.5045	-4.80488	-3.34515	0.423638	0.169719	0.0506069	0.497346	-0.411129	-4.559	-3.31898	-1.57647	-4.17231	-3.04078	-0.749591	-4.81598	-3.26199	-1.16269	-5.05109	-3.31008	-5.939078e+00	-3.614355e+01	-4.208263e+01
3790	-1.97532	-4.27086	-3.29457	0.247163	0.139401	0.0506069	0.497636	-0.907652	-3.87604	-3.31898	-1.13864	-3.9393	-3.44354	-1.83428	-4.15884	-3.55354	-1.47997	-3.97736	-3.31008	-1.919045e+00	-3.613498e+01	-3.805402e+01
3800	-1.77033	-4.20979	-3.29457	0.469198	0.105507	0.0834374	0.49087	-1.30048	-4.10261	-3.616	-1.48573	-4.10137	-3.48867	-1.34224	-4.14313	-3.55354	-0.494012	-4.32439	-3.14691	-3.134213e+00	-3.633902e+01	-3.947323e+01
3810	-0.422327	-4.43769	-3.63877	0.336746	0.100106	0.0834374	0.489647	-0.393174	-3.95809	-3.616	-1.55777	-3.8148	-3.27554	-1.00629	-4.29979	-3.55354	-1.58334	-3.78703	-3.38286	-4.556069e+00	-3.637671e+01	-4.093278e+01
3820	-1.25205	-4.33038	-3.97012	0.135089	0.100106	0.135921	0.490171	-0.858166	-4.1542	-4.01106	-0.36126	-4.12748	-3.50065	-1.14955	-4.52497	-3.8525	-0.909522	-3.74101	-3.49933	-3.366301e+00	-3.636054e+01	-3.972684e+01
3830	-1.05061	-3.70933	-3.98524	0.410868	0.074084	0.16266	0.429604	-0.768309	-3.87034	-3.77825	-0.282073	-3.935	-4.1386	-1.22071	-3.98053	-2.97232	-1.6544	-3.84132	-2.7035	-5.852692e+00	-3.858197e+01	-4.443466e+01
3840	-0.726887	-3.98871	-3.54385	0.191116	0.0835143	0.117704	0.420034	-0.503028	-4.15373	-4.36881	-0.304793	-4.07654	-4.44045	-1.32068	-4.10153	-3.19111	-1.33411	-3.6282	-2.69642	-3.918339e+00	-3.900947e+01	-4.292781e+01
3850	-0.81201	-4.28424	-3.24741	0.405938	0.0732226	0.0818628	0.478709	-1.11926	-4.05826	-3.80626	-0.537587	-4.09979	-3.33315	-1.9028	-4.52433	-3.34473	-1.93744	-4.23584	-2.90253	-6.291323e+00	-3.672518e+01	-4.301650e+01
3860	-0.572449	-4.04739	-3.13822	0.26586	0.0732226	0.0706141	0.496146	-0.58139	-4.43013	-3.19427	-0.124692	-4.25906	-3.5964	-1.87532	-3.98689	-3.34364	-1.36431	-4.23544	-3.29924	-3.644511e+00	-3.617927e+01	-3.982378e+01
3870	-0.802428	-4.34667	-2.99538	0.26586	0.0523316	0.0534474	0.489506	-0.51664	-5.05032	-2.48977	-0.976495	-4.88909	-2.03716	-0.210677	-4.28191	-3.02793	-0.161757	-4.22687	-3.18	-7.156313e+00	-3.638108e+01	-4.353739e+01
3880	-1.43706	-4.29569	-2.91375	0.375109	0.170736	0.0534474	0.495706	-0.537846	-3.78843	-2.89364	-0.553606	-3.56115	-2.55646	-0.896368	-4.1188	-3.31471	-0.10893	-3.54571	-3.18	-7.110011e+00	-3.619241e+01	-4.330242e+01
3890	-0.60287	-2.80528	-2.47792	0.537482	0.169421	0.347761	0.494112	-0.327996	-2.7681	-2.69897	-1.02037	-2.87013	-2.95271	-0.322609	-2.73475	-2.92511	-0.786642	-2.68876	-3.42998	-7.429445e+00	-3.624031e+01	-4.366975e+01
3900	-1.13499	-2.76377	-2.71406	0.0707373	0.715273	0.0791085	0.490545	-1.03555	-1.90467	-2.70533	-0.797538	-0.727483	-2.03868	-0.96178	-2.09786	-3.10042	-0.861902	-2.49384	-3.56478	-9.689121e+00	-3.634901e+01	-4.603813e+01
3910	-1.08602	-1.79864	-3.17875	0.0707373	0.407601	0.25728	0.458956	-1.11049	-2.02567	-2.27949	-1.30512	-1.91204	-2.76903	-1.14729	-2.08234	-2.41098	-1.36993	-2.45359	-1.11296	-1.015032e+01	-3.741044e+01	-4.756076e+01
3920	-0.9764	-1.53381	-1.99238	0.191211	0.213472	0.970679	0.483572	-1.19751	-1.25573	-0.873819	-0.656175	-0.653713	-2.37594	-0.912699	-1.93617	-2.16282	-0.171821	-2.64726	-0.342902	-1.665627e+01	-3.656766e+01	-5.322393e+01
3930	-1.3272	-1.3021	-0.801063	0.220339	0.110587	1.87959	0.472237	-1.63322	-1.00306	-0.702932	-0.792072	-1.17999	-3.42474	-1.29742	-1.00818	-1.72316	-0.535052	-0.646062	-3.6828	-1.673540e+01	-3.694145e+01	-5.367685e+01
3940	-0.493121	-0.834152	-0.555724	0.111819	0.738858	2.83654	0.47881	-0.861869	-1.41805	-0.950376	-0.844153	-0.497523	-3.84735	-0.193744	-1.3768	-3.98083	-0.397246	-2.58028	-1.25453	-2.328356e+01	-3.672185e+01	-6.000542e+01
3950	-1.262	-2.76601	-2.21397	0.0799582	0.389602	8.09553	0.384692	-1.23522	-3.10838	-4.19395	-1.45501	-2.2048	-3.28826	-0.622869	-3.30986	-1.51298	-0.776545	-3.23334	-1.68606	-2.269135e+01	-4.082283e+01	-6.351419e+01
3960	-1.6263	-3.20332	-3.28876	0.258605	0.178158	1.93913	0.492143	-1.06764	-3.00134	-2.48317	-1.48254	-2.54712	-3.86254	-0.622398	-3.06053	-1.91258	-0.540753	-3.63565	-1.34887	-1.757868e+01	-3.630006e+01	-5.387874e+01
3970	-1.36458	-3.70634	-0.713059	0.449016	0.12751	1.56631	0.486393	-1.05583	-3.34115	-4.5454	-1.38011	-3.44226	-5.22393	-0.216333	-3.46296	-2.11956	-1.30717	-3.18974	-0.0411729	-2.185144e+01	-3.647821e+01	-5.832964e+01
3980	-0.762977	-3.87392	-2.5891	0.185391	0.176287	1.67211	0.48746	-0.795291	-3.81015	-4.75914	-0.951719	-3.31819	-5.39728	-0.634824	-3.90322	-1.15977	-1.15208	-3.76377	-1.41588	-1.352191e+01	-3.644472e+01	-4.996662e+01
3990	-0.43456	-3.72169	-3.7463	0.139525	0.127359	0.977847	0.424421	-0.619847	-3.75319	-3.09183	-0.451681	-3.79217	-4.15344	-0.0936184	-3.86876	-3.13113	-0.127248	-3.99387	-3.06282	-6.333072e+00	-3.881046e+01	-4.514353e+01
4000	-0.44871	-3.50957	-3.11599	0.30777	0.0778558	0.26896	0.498734	-0.965587	-3.74766	-3.12014	-1.11792	-3.33922	-3.07715	-0.197513	-3.57529	-2.95582	-0.700677	-3.03952	-3.11862	-5.013622e+00	-3.610254e+01	-4.111616e+01
4010	-0.147152	-3.52179	-2.39005	0.288054	0.149985	0.243018	0.476826	-0.439199	-3.78219	-2.62431	-1.33756	-3.67521	-1.99261	-0.216042	-3.29823	-2.36384	-0.523068	-3.70613	-3.08953	-5.321959e+00	-3.678731e+01	-4.210926e+01
